episode,method,label,task_completion_rate,task_completion_time_ratio,energy_consumption_index
2700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.255409,0.886371,0.814984
2800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.254556,0.886312,0.815266
2900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.261184,0.882203,0.812319
3000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.261470,0.881602,0.812321
3100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.264470,0.879444,0.811117
3200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.274318,0.873623,0.806975
3300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.278453,0.870983,0.805485
3400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.277850,0.870982,0.806191
3500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.281923,0.868528,0.804918
3600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.280717,0.869108,0.806146
3700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.286036,0.866148,0.804485
3800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.293781,0.861927,0.801789
3900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.294059,0.862079,0.802660
4000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.304534,0.856597,0.798901
4100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.306653,0.855923,0.799047
4200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.313866,0.852579,0.796972
4300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.315344,0.852506,0.797530
4400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.323011,0.849226,0.795416
4500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.329540,0.846692,0.793858
4600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.331478,0.846809,0.794412
4700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.332165,0.847689,0.795530
4800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.342333,0.843579,0.792502
4900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.346163,0.842964,0.792270
5000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.341087,0.847436,0.796135
5100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.350314,0.844116,0.793562
5200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.352104,0.844995,0.794363
5300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.359229,0.842886,0.792660
5400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.365171,0.841558,0.791540
5500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.365802,0.843202,0.792798
5600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.362543,0.847027,0.795794
5700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.373099,0.843149,0.792443
5800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.372632,0.845535,0.794179
5900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.381608,0.842434,0.791394
6000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.383472,0.843306,0.791832
6100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.389556,0.841794,0.790299
6200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.390236,0.843212,0.791147
6300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.390413,0.844848,0.792166
6400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.400304,0.840954,0.788654
6500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.402050,0.841465,0.788749
6600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.410897,0.837932,0.785541
6700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.410780,0.839195,0.786268
6800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.409310,0.841093,0.787529
6900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.411766,0.840664,0.786903
7000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.414836,0.839709,0.785867
7100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.413970,0.840793,0.786522
7200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.418948,0.838550,0.784480
7300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.422775,0.836768,0.782839
7400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.422254,0.837204,0.783038
7500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.422921,0.836851,0.782615
7600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.424031,0.836107,0.781895
7700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.430191,0.832497,0.778851
7800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.428987,0.832816,0.779040
7900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.428365,0.832638,0.778838
8000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.428940,0.831752,0.778068
8100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.430964,0.830001,0.776598
8200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.423083,0.833780,0.779657
8300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.432368,0.827727,0.774671
8400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.424173,0.831553,0.777763
8500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.433746,0.825399,0.772680
8600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.431828,0.825770,0.772920
8700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.430537,0.825532,0.772644
8800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.431691,0.824157,0.771414
8900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.435100,0.821549,0.769149
9000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.434958,0.821023,0.768556
9100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.438018,0.818784,0.766528
9200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.436221,0.819238,0.766668
9300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.436285,0.818786,0.766030
9400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.439020,0.817032,0.764287
9500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.434050,0.819617,0.766054
9600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.429737,0.821938,0.767566
9700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.430837,0.821448,0.766740
9800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.434437,0.819695,0.764845
9900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.430702,0.822302,0.766483
10000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.438690,0.818276,0.762664
10100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.440188,0.818145,0.762006
10200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.433250,0.822837,0.765272
10300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.435626,0.822427,0.764348
10400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.438417,0.822023,0.763419
10500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.437034,0.823978,0.764417
10600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.438409,0.824543,0.764283
10700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.436569,0.826960,0.765674
10800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.435626,0.829021,0.766794
10900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.438628,0.828911,0.766165
11000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.438397,0.830706,0.767128
11100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.441627,0.830640,0.766613
11200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.438993,0.833795,0.768783
11300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.446671,0.831308,0.766394
11400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.438593,0.837470,0.771146
11500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.438310,0.839360,0.772475
11600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.445651,0.837046,0.770440
11700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.452721,0.834728,0.768484
11800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.447090,0.839415,0.772346
11900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.454250,0.836937,0.770435
12000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.447225,0.842333,0.775058
12100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.452347,0.840641,0.773975
12200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.448625,0.843936,0.777066
12300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.456486,0.840623,0.774841
12400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.456307,0.841643,0.776252
12500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.462877,0.838761,0.774557
12600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.461637,0.840047,0.776354
12700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.467600,0.837255,0.774892
12800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.463177,0.840070,0.778086
12900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.479584,0.831295,0.771859
13000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.474424,0.834029,0.775102
13100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.481760,0.829827,0.772713
13200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.477486,0.831939,0.775522
13300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.487386,0.826146,0.771886
13400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.487098,0.825780,0.772699
13500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.490134,0.823460,0.771909
13600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.495103,0.820029,0.770195
13700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.495614,0.818919,0.770352
13800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.498345,0.816541,0.769430
13900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.504421,0.812269,0.766903
14000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.505436,0.810728,0.766544
14100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.512428,0.805846,0.763372
14200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.508289,0.807132,0.765156
14300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.512315,0.803866,0.763114
14400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.518156,0.799768,0.760281
14500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.517100,0.799339,0.760328
14600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.513275,0.800662,0.761682
14700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.524685,0.793422,0.755894
14800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.530602,0.789461,0.752650
14900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.523457,0.792758,0.755200
15000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.529305,0.789016,0.751845
15100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.525933,0.790491,0.752612
15200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.533640,0.785961,0.748322
15300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.537528,0.783659,0.745711
15400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.543837,0.780175,0.741994
15500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.541170,0.781780,0.742308
15600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.541431,0.781911,0.741291
15700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.544310,0.780743,0.739096
15800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.551146,0.777597,0.735176
15900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.551806,0.777897,0.733982
16000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.543247,0.783512,0.737056
16100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.545013,0.783455,0.735421
16200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.550125,0.781739,0.732378
16300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.557040,0.779146,0.728582
16400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.553206,0.782521,0.729651
16500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.556282,0.782219,0.727709
16600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.547926,0.788308,0.731012
16700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.557308,0.784643,0.726368
16800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.551319,0.789443,0.728700
16900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.556172,0.788381,0.726304
17000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.554340,0.790941,0.726958
17100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.556200,0.791543,0.726109
17200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.552525,0.795065,0.727767
17300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.551580,0.797104,0.728341
17400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.552039,0.798298,0.728366
17500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.552963,0.799169,0.728284
17600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.557582,0.797950,0.726656
17700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.544051,0.806584,0.733263
17800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.552156,0.803216,0.730231
17900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.552097,0.804195,0.730941
18000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.548955,0.806792,0.733163
18100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.544898,0.809725,0.735850
18200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.547571,0.808782,0.735554
18300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.551740,0.806913,0.734685
18400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.548884,0.808742,0.737022
18500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.546690,0.810061,0.739115
18600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.539335,0.814083,0.743584
18700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.546127,0.810159,0.741705
18800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.536544,0.815116,0.747233
18900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.542090,0.811577,0.745937
19000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.536717,0.813982,0.749615
19100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.542107,0.810366,0.748461
19200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.538810,0.811307,0.751112
19300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.538980,0.810307,0.752231
19400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.537351,0.810257,0.754165
19500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.529409,0.813607,0.758897
19600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.537445,0.808070,0.756354
19700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.540945,0.805037,0.755834
19800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.539194,0.804849,0.757596
19900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.531088,0.808175,0.762167
20000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.535524,0.804652,0.761048
20100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.537129,0.802638,0.761059
20200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.530909,0.805059,0.764574
20300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.531999,0.803486,0.764682
20400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.536682,0.799976,0.763048
20500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.533818,0.800717,0.764723
20600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.541781,0.795669,0.761478
20700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.538298,0.796983,0.763247
20800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.538645,0.796340,0.763212
20900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.538565,0.796030,0.763242
21000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.540434,0.794840,0.762341
21100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.540252,0.794843,0.762201
21200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.540239,0.794952,0.761934
21300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.543114,0.793590,0.760252
21400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.547923,0.791363,0.757657
21500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.545105,0.793415,0.758362
21600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.549022,0.791951,0.756001
21700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.551674,0.791268,0.754099
21800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.550873,0.792606,0.753684
21900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.548899,0.794741,0.753770
22000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.556883,0.791482,0.749306
22100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.562189,0.789912,0.746108
22200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.556582,0.794209,0.747612
22300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.561025,0.793128,0.744639
22400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.561544,0.794280,0.743435
22500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.565918,0.793347,0.740492
22600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.558933,0.798698,0.742677
22700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.563888,0.797437,0.739462
22800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.571552,0.794685,0.735060
22900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.577303,0.792973,0.731562
23000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.578242,0.793835,0.730247
23100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.574216,0.797390,0.731231
23200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.580902,0.794938,0.727417
23300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.577657,0.797914,0.728177
23400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.584495,0.795188,0.724425
23500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.585152,0.795804,0.723574
23600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.589211,0.794355,0.721214
23700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.589922,0.794666,0.720487
23800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.598026,0.790736,0.716492
23900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.595869,0.792456,0.717330
24000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.594797,0.793244,0.717622
24100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.599627,0.790635,0.715352
24200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.595578,0.792820,0.717225
24300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.598363,0.791124,0.716140
24400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.607171,0.785953,0.712427
24500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.610336,0.783750,0.711351
24600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.605776,0.785656,0.713837
24700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.603180,0.786390,0.715555
24800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.610450,0.781538,0.712881
24900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.607084,0.782474,0.715106
25000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.611113,0.779261,0.714085
25100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.610541,0.778474,0.715180
25200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.612356,0.776339,0.715285
25300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.614599,0.773912,0.715244
25400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.614820,0.772668,0.716244
25500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.608575,0.774813,0.720068
25600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.605936,0.775079,0.722385
25700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.615709,0.768489,0.719100
25800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.613266,0.768714,0.721377
25900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.610121,0.769354,0.723958
26000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.610683,0.768021,0.724867
26100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.609861,0.767546,0.726402
26200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.614263,0.764307,0.725579
26300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.609651,0.766111,0.728767
26400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.601271,0.770128,0.733633
26500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.612880,0.763244,0.729434
26600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.601843,0.768980,0.735398
26700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.606338,0.766309,0.734311
26800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.603176,0.767960,0.736575
26900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.599411,0.770153,0.739091
27000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.601005,0.769506,0.739086
27100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.599410,0.770765,0.740438
27200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.604472,0.768493,0.738698
27300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.598909,0.772212,0.741655
27400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.596019,0.774602,0.743323
27500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.600025,0.773310,0.741784
27600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.594667,0.777279,0.744359
27700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.589090,0.781475,0.746937
27800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.591222,0.781502,0.745933
27900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.592259,0.782217,0.745334
28000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.590616,0.784455,0.745835
28100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.583053,0.790019,0.748929
28200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.588464,0.788452,0.746072
28300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.585620,0.791426,0.746836
28400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.588924,0.791019,0.744754
28500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.578309,0.798307,0.748907
28600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.578541,0.799518,0.748049
28700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.579920,0.800095,0.746650
28800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.581241,0.800547,0.745148
28900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.580258,0.802270,0.744703
29000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.581730,0.802517,0.743086
29100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.574650,0.807379,0.745300
29200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.573880,0.808639,0.744639
29300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.577670,0.807252,0.741900
29400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.583348,0.804719,0.738327
29500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.574130,0.810202,0.741430
29600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.579093,0.807754,0.738173
29700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.583104,0.805718,0.735395
29800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.575267,0.809986,0.737924
29900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.574067,0.810498,0.737539
30000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.575053,0.809678,0.736227
30100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.584531,0.804005,0.731111
30200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.576992,0.807570,0.733724
30300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.579894,0.805300,0.731732
30400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.580112,0.804334,0.730975
30500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.582335,0.802181,0.729412
30600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.584371,0.800078,0.728049
30700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.585587,0.798288,0.727096
30800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.586667,0.796550,0.726330
30900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.589018,0.794051,0.725076
31000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.594163,0.789984,0.722665
31100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.595735,0.787864,0.721958
31200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.591374,0.789003,0.724018
31300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.596542,0.784908,0.721881
31400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.591536,0.786461,0.724436
31500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.601130,0.780020,0.720507
31600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.599590,0.779758,0.721674
31700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.600986,0.777963,0.721612
31800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.595834,0.779881,0.724599
31900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.605903,0.773491,0.720783
32000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.608072,0.771581,0.720613
32100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.615045,0.767192,0.718381
32200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.607985,0.770585,0.722468
32300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.617452,0.765061,0.719200
32400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.611446,0.768196,0.722945
32500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.616711,0.765242,0.721625
32600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.623979,0.761363,0.719458
32700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.621457,0.763023,0.721722
32800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.627779,0.759972,0.720025
32900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.623063,0.763133,0.723297
